몬스터ID,몬스터명,MVP,레벨,종족,속성,드롭1,확률1,드롭2,확률2,드롭3,확률3,드롭4,확률4,드롭5,확률5,드롭6,확률6,드롭7,확률7,드롭8,확률8,MVP드롭1,MVP확률1,MVP드롭2,MVP확률2,MVP드롭3,MVP확률3
1446,Injustice,,51,언데드,어둠,,,,,,,,,,,,,,,,,,,,,,
1450,Wind Ghost,,51,악마,바람,,,,,,,,,,,,,,,,,,,,,,
1471,Nine Tail,,51,동물,불,,,,,,,,,,,,,,,,,,,,,,
1474,Mimic,,51,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1497,Wooden Golem,,51,식물,땅,Heart_Of_Tree,40.00%,Browny_Root,40.00%,Elunium_Stone,1.10%,Centimental_Leaf,0.10%,Branch_Of_Dead_Tree,1.00%,Log,50.00%,Mushroom_Spore,10.00%,Wooden_Golem_Card,0.01%,,,,,,
1510,Heirozoist,,51,악마,어둠,Broken_Needle,43.65%,Spool,53.35%,Needle_Pouch,20.00%,Stuffed_Doll,0.80%,Ectoplasm,3.00%,Elunium_Stone,0.10%,Angry_Mouth,0.01%,Hylozoist_Card,0.01%,,,,,,
1516,Mi Gao,,51,무형,땅,Dried_Sand,43.65%,Mud_Lump,23.00%,Great_Nature,0.10%,Gold,0.02%,Increase_Soil_Card,0.01%,,,,,,,,,,,,
1742,Carat,,51,악마,바람,,,,,,,,,,,,,,,,,,,,,,
1149,Minorous,,52,동물,불,Nose_Ring,53.35%,Oridecon_Stone,1.96%,Two_Handed_Axe_,0.02%,Hammer_Of_Blacksmith,0.10%,Sweet_Potato,15.00%,Axe,2.00%,Lemon,3.00%,Minorous_Card,0.01%,,,,,,
1163,Raydric,,52,인간형,어둠,Elunium,1.06%,Iron_Cane,0.01%,Chain_Mail_,0.02%,Two_Hand_Sword_,0.02%,Katana,1.00%,Patriotism_Marks,0.10%,Brigan,48.50%,Daydric_Card,0.01%,,,,,,
1196,Skeleton Prisoner,,52,언데드,불사,Manacles,35.00%,Spoon_Stub,1.00%,Formal_Suit,0.01%,Red_Gemstone,6.00%,Rotten_Bandage,35.00%,Cuffs,0.35%,Mementos,15.00%,Skel_Prisoner_Card,0.01%,,,,,,
1213,High Orc,,52,인간형,불,Ogre_Tooth,25.00%,Orcish_Axe,0.10%,Steel,0.90%,Orcish_Voucher,75.00%,Zargon,13.00%,Oridecon_Stone,1.96%,Yellow_Herb,9.00%,High_Orc_Card,0.01%,,,,,,
1276,Raydric Archer,,52,악마,어둠,Brigan,46.56%,Chain_Mail_,0.02%,Bow,1.50%,Incisive_Arrow,20.00%,Arbalest_,0.03%,Elunium,1.06%,Raydric_Archer_Card,0.01%,,,,,,,,
1380,Driller,,52,동물,땅,Lizard_Scruff,75.00%,Yellow_Gemstone,38.80%,Red_Gemstone,35.00%,Driller_Card,0.01%,,,,,,,,,,,,,,
1439,High Orc,,52,인간형,불,,,,,,,,,,,,,,,,,,,,,,
1453,Raydric Archer,,52,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1461,Minorous,,52,동물,불,,,,,,,,,,,,,,,,,,,,,,
1467,Raydric,,52,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1479,Skeleton Prisoner,,52,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1584,Tamruan,,52,악마,어둠,Sword_Accessory,48.50%,Broken_Armor_Piece,30.00%,Katana_,0.40%,Bastard_Sword_,0.08%,Chain_Mail_,0.03%,Tamruan_Card,0.01%,,,,,,,,,,
1593,Ancient Mummy,,52,언데드,불사,Orange_Potion,20.00%,,,,,,,,,,,,,,,,,,,,
1596,Tamruan,,52,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1192,Wraith,,53,언데드,불사,Transparent_Cloth,58.20%,Wedding_Veil,0.10%,Manteau_,0.02%,Red_Gemstone,6.50%,Wing_Of_Butterfly,13.00%,Manteau,0.10%,Crystal_Jewel_,0.05%,Wraith_Card,0.01%,,,,,,
1197,Zombie Prisoner,,53,언데드,불사,Worn_Out_Prison_Uniform,35.00%,Spoon_Stub,1.05%,Iron_Cane,0.01%,Red_Gemstone,6.00%,Rotten_Bandage,35.00%,Cuffs,0.39%,Elunium,1.12%,Zombie_Prisoner_Card,0.01%,,,,,,
1264,Merman,,53,인간형,물,Lip_Of_Ancient_Fish,13.00%,Holy_Water,3.00%,Lemon,4.00%,Skyblue_Jewel,0.40%,Mistic_Frozen,0.35%,Trident,0.03%,Oridecon_Stone,2.03%,Merman_Card,0.01%,,,,,,
1410,Enchanted Peach Tree,,53,식물,땅,Hard_Peach,43.65%,Royal_Jelly,10.00%,Branch_Of_Dead_Tree,4.00%,Banana_Juice,1.00%,Old_Blue_Box,0.05%,Live_Peach_Tree_Card,0.01%,,,,,,,,,,
1451,Merman,,53,인간형,물,,,,,,,,,,,,,,,,,,,,,,
1475,Wraith,,53,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1480,Zombie Prisoner,,53,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1550,Enchanted Peach Tree,,53,식물,땅,,,,,,,,,,,,,,,,,,,,,,
1632,Gremlin,,53,악마,어둠,Will_Of_Darkness,30.00%,Sticky_Mucus,30.00%,Violet_Jewel,1.00%,Boots_,0.01%,Bloody_Roar,0.01%,Old_Blue_Box,0.02%,Gremlin_Card,0.01%,,,,,,,,
1514,Zhu Po Long,,54,드래곤,바람,Dragon_Fang,43.65%,Dragon_Horn,30.00%,Little_Blacky_Ghost,8.00%,Dragon_Scale,10.00%,Yarn,30.00%,Dancing_Dragon_Card,0.01%,,,,,,,,,,
1609,Zhu Po Long,,54,드래곤,바람,Lucky_Candy,5.00%,Lucky_Candy_Cane,0.50%,Lucky_Cookie,0.20%,Carrot,100.00%,Fire_Cracker,50.00%,Handsei,1.00%,,,,,,,,,,
1687,Grove,,54,동물,땅,Leaflet_Of_Aloe,15.00%,Reptile_Tongue,10.00%,Leaflet_Of_Hinal,10.00%,Green_Herb,10.00%,Monster's_Feed,20.00%,Aloebera,0.10%,Green_Herb,0.01%,Green_Iguana_Card,0.01%,,,,,,
1304,Giant Spider,,55,곤충,독,Spiderweb,45.50%,Short_Leg,12.00%,Elunium_Stone,1.40%,Panacea,4.50%,Solid_Shell,12.00%,Round_Shell,6.80%,Cyfar,8.00%,Giant_Spider_Card,0.01%,,,,,,
1408,Bloody Butterfly,,55,곤충,바람,Sharp_Feeler,46.08%,Great_Wing,25.00%,Wing_Of_Butterfly,12.00%,Powder_Of_Butterfly,55.00%,Waghnakh_,0.03%,Lariat,0.01%,Blood_Butterfly_Card,0.01%,,,,,,,,
1506,Disguise,,55,악마,땅,Red_Scarf,48.50%,Tangled_Chain,36.86%,Hood_,0.50%,Honey,1.00%,Ragamuffin_Cape,0.50%,Muffler_,0.02%,Rider_Insignia,0.05%,Disguise_Card,0.01%,,,,,,
1526,Bloody Butterfly,,55,곤충,바람,,,,,,,,,,,,,,,,,,,,,,
1682,Remover,,55,언데드,불사,Empty_Bottle,50.00%,Old_Steel_Plate,50.00%,Gas_Mask,0.10%,Nice_Sweet_Potato,5.00%,Detrimindexta,0.50%,Karvodailnirol,1.00%,Fedora_,0.06%,Removal_Card,0.01%,,,,,,
1738,Constant,,55,무형,어둠,Burnt_Parts,1.00%,Sturdy_Iron_Piece,15.00%,Tube,0.10%,Steel,0.10%,Elunium_Stone,0.10%,,,,,,,,,,,,
1745,Constant,,55,악마,어둠,Sturdy_Iron_Piece,5.00%,,,,,,,,,,,,,,,,,,,,
1778,Gazeti,,55,악마,물,Ice_Heart,30.00%,Ice_Piece,30.00%,Elunium,0.20%,Frozen_Bow,0.01%,Gazeti_Card,0.01%,,,,,,,,,,,,
1937,Constant,,55,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1209,Cramp,,56,동물,독,Claw_Of_Rat,46.56%,Monster's_Feed,10.00%,Blue_Jewel,0.80%,Glass_Bead,1.10%,Lemon,2.50%,Blue_Herb,0.70%,Oridecon,0.95%,Cramp_Card,0.01%,,,,,,
1287,Soldier Guardian,,56,곤충,땅,,,,,,,,,,,,,,,,,,,,,,
1294,Killer Mantis,,56,곤충,땅,Limb_Of_Mantis,45.50%,Solid_Shell,25.00%,Azure_Jewel,0.10%,White_Herb,0.15%,Grape,0.25%,Nail_Of_Loki,0.01%,Mirror_Shield_,0.01%,Killer_Mantis_Card,0.01%,,,,,,
1303,Giant Hornet,,56,곤충,바람,Royal_Jelly,5.50%,Honey,12.00%,Fruit_Of_Mastela,0.12%,Leaf_Of_Yggdrasil,0.15%,Staff_,0.03%,Scarlet_Jewel,0.20%,Double_Bound,0.15%,Giant_Honet_Card,0.01%,,,,,,
1368,Geographer,,56,식물,땅,Blossom_Of_Maneater,62.00%,Root_Of_Maneater,55.00%,Sunflower,0.30%,Fancy_Flower,0.50%,Holy_Scroll_1_5,1.00%,Geographer_Card,0.01%,,,,,,,,,,
1375,The Paper,,56,무형,무속성,Smooth_Paper,49.47%,Fright_Paper_Blade,32.00%,Yellow_Herb,18.00%,Green_Herb,20.00%,Kamaitachi,0.05%,The_Paper_Card,0.01%,,,,,,,,,,
1378,Demon Pungus,,56,악마,독,Spawns,40.74%,Mould_Powder,45.59%,Yellow_Gemstone,38.80%,Starsand_Of_Witch,50.00%,Demon_Pungus_Card,0.01%,,,,,,,,,,,,
1412,Taoist Hermit,,56,무형,무속성,Cloud_Piece,46.56%,Cheese,56.00%,Popped_Rice,45.00%,Bun,68.00%,Guitar_,0.02%,Elunium_Stone,1.50%,Wind_Scroll_1_5,1.00%,Evil_Cloud_Hermit_Card,0.01%,,,,,,
1512,Yao Jun,,56,언데드,불사,Brigan,38.80%,Amulet,1.00%,Elunium,0.10%,Boots_,0.01%,Munak_Doll,3.00%,Hyegun_Card,0.01%,,,,,,,,,,
1531,Taoist Hermit,,56,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1570,Cramp,,56,동물,독,,,,,,,,,,,,,,,,,,,,,,
1590,Geographer,,56,식물,땅,,,,,,,,,,,,,,,,,,,,,,
1604,Giant Hornet,,56,곤충,바람,,,,,,,,,,,,,,,,,,,,,,
1612,Yao Jun,,56,언데드,불사,Orange_Potion,20.00%,Slow_Down_Potion,1.00%,Speed_Up_Potion,1.00%,,,,,,,,,,,,,,,,
1614,Mineral,,56,무형,무속성,Fragment_Of_Crystal,30.00%,Golden_Jewel,5.00%,Emperium,0.02%,Oridecon,0.80%,Emveretarcon,8.00%,Yellow_Gemstone,1.00%,Gold,0.02%,Mineral_Card,0.01%,,,,,,
1633,Beholder,,56,무형,바람,Prickly_Fruit,30.00%,Anodyne,1.00%,Rough_Wind,1.00%,Elunium,0.10%,Old_Blue_Box,0.02%,Beholder_Card,0.01%,,,,,,,,,,
1692,Breeze,,56,무형,바람,Raccoon_Leaf,5.00%,Four_Leaf_Clover,0.10%,Centimental_Leaf,0.10%,Gust_Bow,0.10%,Branch_Of_Dead_Tree,0.10%,Centimental_Flower,0.10%,Rough_Wind,0.10%,Breeze_Card,0.01%,,,,,,
1693,Plasma,,56,무형,유령,Scell,1.00%,Gift_Box,0.10%,Crystal_Jewel_,0.02%,Yellow_Gemstone,1.00%,Gold,0.01%,Plasma_Card,0.01%,,,,,,,,,,
1131,Joker,,57,인간형,바람,Zargon,20.00%,Old_Card_Album,0.02%,Contracts_In_Shadow,0.20%,Yellow_Herb,10.00%,Katar_Of_Piercing_Wind,0.01%,Oridecon,1.00%,Ghost_Scroll_1_5,1.00%,Joker_Card,0.01%,,,,,,
1216,Penomena,,57,어류,독,Coral_Reef,48.50%,Tentacle,80.00%,Sticky_Mucus,70.00%,Panacea,2.00%,Violet_Jewel,0.15%,Katar_Of_Raging_Blaze,0.01%,Red_Gemstone,5.50%,Penomena_Card,0.01%,,,,,,
1437,Joker,,57,인간형,바람,,,,,,,,,,,,,,,,,,,,,,
1441,Penomena,,57,어류,독,,,,,,,,,,,,,,,,,,,,,,
1684,Archdam,,57,천사,무속성,,,,,,,,,,,,,,,,,,,,,,
1780,Muscipular,,57,식물,땅,Sticky_Poison,30.00%,Blossom_Of_Maneater,30.00%,Singing_Flower,0.02%,Root_Of_Maneater,20.00%,Stem,10.00%,Deadly_Noxious_Herb,0.03%,Muscipular_Card,0.01%,,,,,,,,
1117,Evil Druid,,58,언데드,불사,Biretta_,0.10%,Bone_Wand,0.01%,Ragamuffin_Cape,0.02%,Bible,0.10%,Leaf_Of_Yggdrasil,2.00%,Cookbook07,0.04%,White_Herb,20.00%,Evil_Druid_Card,0.01%,,,,,,
1193,Alarm,,58,무형,무속성,Needle_Of_Alarm,53.35%,Clip,0.01%,Skull,15.00%,Spectacles,13.00%,Oridecon,1.05%,Key_Of_Clock_Tower,0.20%,Zargon,15.00%,Alarm_Card,0.01%,,,,,,
1306,Leib Olmai,,58,동물,땅,Bear's_Foot,45.50%,Poo_Poo_Hat,0.08%,Stuffed_Doll,1.20%,Honey,5.00%,Pocket_Watch_,0.05%,Gold,0.05%,Cyfar,8.00%,Leib_Olmai_Card,0.01%,,,,,,
1322,Spring Rabbit,,58,동물,땅,Brigan,35.00%,Cyfar,25.00%,Feather,25.00%,Green_Herb,45.00%,Yellow_Herb,8.00%,Blue_Herb,2.00%,White_Herb,8.00%,Spring_Rabbit_Card,0.01%,,,,,,
1369,Grand Peco,,58,동물,불,Peco_Wing_Feather,48.50%,Fruit_Of_Mastela,3.00%,Wind_Of_Verdure,10.00%,Gold,0.01%,Orange,5.00%,Grand_Peco_Card,0.01%,,,,,,,,,,
1435,Evil Druid,,58,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1476,Alarm,,58,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1503,Gibbet,,58,악마,어둠,Hanging_Doll,18.00%,Rotten_Rope,53.35%,Tree_Knot,40.74%,Cardinal_Jewel_,3.00%,Red_Gemstone,1.00%,Branch_Of_Dead_Tree,0.10%,Gibbet_Card,0.01%,,,,,,,,
1652,Egnigem Cenia,,58,인간형,불,Lab_Staff_Record,10.00%,Katzbalger,0.01%,Two_Hand_Sword_,0.20%,Saber_,0.20%,Padded_Armor_,0.10%,Slayer_,0.80%,Plate_Armor_,0.01%,Ygnizem_Card,0.01%,,,,,,
1818,Alarm,,58,무형,무속성,Piece_Of_Cogwheel,70.00%,,,,,,,,,,,,,,,,,,,,
1948,Egnigem Cenia,,58,인간형,불,,,,,,,,,,,,,,,,,,,,,,
1984,Shaman Cargalache,,58,인간형,땅,,,,,,,,,,,,,,,,,,,,,,
1194,Arclouze,,59,곤충,땅,Round_Shell,35.00%,Sticky_Mucus,30.00%,Solid_Shell,8.00%,Zargon,4.50%,Red_Gemstone,3.00%,Great_Nature,0.20%,Zargon,25.00%,Arclouse_Card,0.01%,,,,,,
1195,Rideword,,59,무형,무속성,Worn_Out_Page,48.50%,Book_Of_Billows,0.04%,Book_Of_Mother_Earth,0.04%,Book_Of_Blazing_Sun,0.02%,Book_Of_Gust_Of_Wind,0.02%,Bookclip_In_Memory,3.00%,Old_Magic_Book,0.20%,Rideword_Card,0.01%,,,,,,
1260,Dark Frame,,59,악마,어둠,Brigan,46.56%,Red_Frame,10.00%,Manteau,0.30%,Star_Crumb,0.80%,Crystal_Mirror,0.03%,Dark_Frame_Card,0.01%,,,,,,,,,,
1308,Panzer Goblin,,59,인간형,바람,Cyfar,44.13%,Brigan,35.00%,Steel,1.80%,Iron,3.60%,Coal,5.80%,Butcher,0.05%,Flame_Heart,1.60%,Panzer_Goblin_Card,0.01%,,,,,,
1323,Sea Otter,,59,동물,물,Scarlet_Jewel,1.50%,Clam_Shell,55.00%,Sea_Otter_Leather,43.65%,Red_Jewel,0.50%,Blue_Jewel,0.50%,Glass_Bead,6.50%,Cyfar,12.00%,See_Otter_Card,0.01%,,,,,,
1364,Assaulter,,59,악마,바람,Wooden_Block,90.00%,,,,,,,,,,,,,,,,,,,,
1448,Dark Frame,,59,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1477,Arclouze,,59,곤충,땅,,,,,,,,,,,,,,,,,,,,,,
1478,Rideword,,59,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1631,Green Maiden,,59,인간형,바람,Cyfar,42.00%,Stuffed_Doll,1.00%,Hora_,0.10%,Honey,5.00%,Tantanmen,0.10%,Hair_Protector,0.50%,Chung_E_Card,0.01%,,,,,,,,
1655,Errende Ebecee,,59,인간형,성,Armlet_Of_Prisoner,5.00%,Biretta_,0.05%,Morning_Star_,0.50%,Sword_Mace_,0.20%,Saint_Robe_,0.05%,Scapulare_,0.10%,Spike,0.01%,Erend_Card,0.01%,,,,,,
1661,Errende Ebecee,,59,인간형,성,Gift_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1771,Vanberk,,59,인간형,무속성,White_Mask,25.00%,Royal_Jelly,0.10%,Bloody_Rune,10.00%,Beret,0.10%,Scalpel,0.05%,Bloody_Rune,1.00%,Vanberk_Card,0.01%,,,,,,,,
1072,Kaho,,60,악마,불,Flame_Heart,0.30%,Coal,1.50%,Burning_Heart,30.00%,Fire_Scroll_1_3,1.00%,Elunium_Stone,10.00%,Red_Gemstone,3.00%,Alchol,0.05%,Kaho_Card,0.01%,,,,,,
1269,Clock,,60,무형,땅,Needle_Of_Alarm,53.35%,Wooden_Block,8.00%,White_Herb,19.00%,Lemon,3.20%,Key_Of_Clock_Tower,0.30%,Underground_Key,0.30%,Elunium,1.63%,Clock_Card,0.01%,,,,,,
1278,Stalactic Golem,,60,무형,무속성,Mud_Lump,20.00%,Brigan,48.50%,Star_Crumb,2.50%,Great_Nature,0.30%,Elunium_Stone,2.50%,Elunium,1.63%,Stalactic_Golem_Card,0.01%,,,,,,,,
1387,Gig,,60,동물,불,Scropion's_Nipper,43.65%,Scorpion's_Tail,55.00%,Red_Gemstone,1.50%,Panacea,25.00%,Flame_Heart,8.50%,Gig_Card,0.01%,,,,,,,,,,
1388,Arc Angeling,,60,천사,성,Satanic_Chain,0.05%,Leaf_Of_Yggdrasil,18.00%,Seed_Of_Yggdrasil,1.50%,Agate,15.00%,Angelic_Chain,0.05%,Plate_Armor_,0.03%,Turquoise,15.00%,Archangeling_Card,0.01%,,,,,,
1528,Clock,,60,무형,땅,,,,,,,,,,,,,,,,,,,,,,
1656,Kavach Icarus,,60,인간형,바람,Lab_Staff_Record,20.00%,Kakkung_,0.01%,Steel_Arrow_Container,1.00%,Great_Bow_,0.10%,Mantle_,0.05%,Sandals_,0.30%,Shoes_,0.02%,Kavac_Card,0.01%,,,,,,
1662,Kavach Icarus,,60,인간형,바람,Gift_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1699,Ancient Mimic,,60,무형,무속성,Old_Blue_Box,0.30%,Old_Violet_Box,0.01%,Gift_Box,0.50%,Shoes_,0.05%,Manteau_,0.01%,Fricco_Shoes,0.10%,Gold_Ring,1.00%,Ancient_Mimic_Card,0.01%,,,,,,
1775,Snowier,,60,무형,물,Ice_Heart,30.00%,Ice_Piece,10.00%,Elunium_Stone,1.00%,Blue_Herb,0.50%,White_Herb,5.00%,Icicle_Fist,0.03%,Crystal_Blue,1.00%,Snowier_Card,0.01%,,,,,,
1777,Ice Titan,,60,무형,물,Ice_Heart,50.00%,Ice_Piece,30.00%,Frozen_Rose,1.00%,Oridecon,0.10%,Elunium,0.30%,Mistic_Frozen,1.00%,Ice_Titan_Card,0.01%,,,,,,,,
1788,Ice Titan,,60,무형,물,Ice_Heart,0.01%,,,,,,,,,,,,,,,,,,,,
1849,Osiris,,60,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1869,Flame Skull,,60,악마,유령,Skull,50.00%,Black_Leather_Boots,0.20%,Lever_Action_Rifle,0.20%,Horrendous_Mouth,60.00%,Flame_Skull_Card,0.01%,,,,,,,,,,,,
1154,Pasana,,61,인간형,불,Vroken_Sword,43.65%,Honey_Jar,25.00%,Elunium_Stone,0.20%,Falchion_,5.00%,Stiletto_,1.50%,Undershirt,1.00%,Pasana_Card,0.01%,,,,,,,,
1206,Anolian,,61,어류,물,Anolian_Skin,48.50%,Crystal_Arrow,20.00%,Royal_Jelly,0.05%,Red_Muffler,0.10%,Solid_Shell,53.35%,Brooch_,0.01%,Oridecon,1.34%,Anolian_Card,0.01%,,,,,,
1207,Sting,,61,무형,땅,Mud_Lump,48.50%,Stone_Arrow,15.00%,Glove_,0.01%,Coal,1.30%,Great_Nature,0.25%,Silk_Ribbon,0.10%,Violet_Jewel,0.03%,Sting_Card,0.01%,,,,,,
1301,Am Mut,,61,악마,어둠,Dokkaebi_Horn,45.50%,Elunium_Stone,2.50%,Sword_Mace_,0.03%,Gold,0.05%,Spirit_Chain,0.01%,Old_Card_Album,0.01%,Glass_Bead,2.50%,Am_Mut_Card,0.01%,,,,,,
1313,Mobster,,61,인간형,무속성,Poison_Knife,0.03%,Blue_Jewel,45.59%,Ring_,0.01%,Red_Gemstone,6.00%,Zargon,25.00%,Panacea,4.50%,Blue_Potion,0.60%,Mobster_Card,0.01%,,,,,,
1321,Dragon Tail,,61,곤충,바람,Dragon_Fly_Wing,44.13%,Round_Shell,4.00%,Solid_Shell,8.00%,Fancy_Flower,0.08%,Cap,0.02%,Wing_Of_Fly,3.00%,Wing_Of_Butterfly,1.50%,Dragon_Tail_Card,0.01%,,,,,,
1391,Galapago,,61,동물,땅,Cyfar,53.35%,Leaf_Of_Yggdrasil,1.00%,Yellow_Herb,35.00%,Aloebera,1.00%,Anodyne,1.00%,Galapago_Cap,0.01%,Orange,10.00%,Galapago_Card,0.01%,,,,,,
1464,Pasana,,61,인간형,불,,,,,,,,,,,,,,,,,,,,,,
1489,Sting,,61,무형,땅,,,,,,,,,,,,,,,,,,,,,,
1515,Baby Hatii,,61,동물,물,Milk_Bottle,15.00%,Bib,25.00%,Ice_Piece,43.65%,Frozen_Rose,1.00%,Cold_Scroll_2_5,1.00%,Garm_Baby_Card,0.01%,,,,,,,,,,
1606,Baby Hatii,,61,동물,물,,,,,,,,,,,,,,,,,,,,,,
1657,Laurell Weinder,,61,인간형,유령,Mementos,10.00%,Staff_Of_Wing,0.01%,Guard_,0.05%,Staff_,0.50%,Silk_Robe_,0.10%,Silver_Robe_,0.30%,Clip,0.01%,Rawrel_Card,0.01%,,,,,,
1663,Laurell Weinder,,61,인간형,유령,Gift_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1773,Hodremlin,,61,악마,어둠,Prickly_Fruit_,10.00%,Will_Of_Darkness,10.00%,Boots_,0.02%,Sticky_Mucus,10.00%,Bloody_Rune,10.00%,Starsand_Of_Witch,20.00%,Shadow_Walk,0.10%,Hodremlin_Card,0.01%,,,,,,
1824,Baby Hatii,,61,동물,물,Wooden_Block_,50.00%,,,,,,,,,,,,,,,,,,,,
1851,Mobster,,61,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1883,Uzhas,,61,인간형,물,Leaflet_Of_Hinal,9.00%,Ancient_Magic,0.05%,Bitter_Herb,1.00%,Fruit_Of_Mastela,1.00%,Sticky_Webfoot,35.00%,Delicious_Fish,15.00%,Old_Blue_Box,0.03%,,,,,,,,
1888,Baby Hatii,,61,동물,물,Ice_Piece,20.00%,,,,,,,,,,,,,,,,,,,,
1275,Alice,,62,인간형,무속성,Alice's_Apron,25.00%,Old_Broom,0.40%,Chrystal_Pumps,0.03%,Rouge,0.30%,Pair_Of_Red_Ribbon,0.01%,Imperial_Cooking_Kits,0.10%,Holy_Scroll_1_5,1.00%,Alice_Card,0.01%,,,,,,
1293,Creamy Fear,,62,곤충,바람,Powder_Of_Butterfly,45.50%,Silver_Robe_,0.10%,Honey,5.50%,Wing_Of_Butterfly,2.00%,Book,0.08%,Icarus_Wing,0.05%,Fruit_Of_Mastela,0.50%,Cremy_Fear_Card,0.01%,,,,,,
1298,Zombie Master,,62,언데드,불사,Tatters_Clothes,44.13%,Sticky_Mucus,15.00%,Horrendous_Mouth,15.00%,Cardinal_Jewel,2.00%,White_Jewel,1.00%,Ghoul_Leg,0.01%,Scapulare_,0.02%,Zombie_Master_Card,0.01%,,,,,,
1311,Gullinbursti,,62,동물,땅,Wild_Boar's_Mane,35.00%,Grape,2.90%,Animal_Blood,0.06%,Eagle_Eyes,0.01%,Anodyne,0.15%,Belt,0.01%,Zargon,1.60%,Gullinbursti_Card,0.01%,,,,,,
1504,Dullahan,,62,언데드,불사,Dullahan's_Helm,32.00%,Dullahan_Armor,48.50%,An_Eye_Of_Dullahan,0.01%,Manteau,0.13%,Manteau_,0.01%,Dullahan_Card,0.01%,,,,,,,,,,
1513,Mao Guai,,62,동물,바람,Fan,41.71%,Cat_Eyed_Stone,20.00%,Aloebera,0.10%,Fish_Tail,1.00%,Wind_Scroll_1_5,1.00%,Civil_Servant_Card,0.01%,,,,,,,,,,
1521,Alice,,62,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1653,Wickebine Tres,,62,인간형,독,Armlet_Of_Prisoner,20.00%,Forturn_Sword,0.01%,Adventurere's_Suit_,0.40%,Gladius_,0.10%,Chain_Mail_,0.02%,Ring_Of_Rogue,0.02%,Coward_,0.10%,Whikebain_Card,0.01%,,,,,,
1659,Wickebine Tres,,62,인간형,독,Gift_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1772,Isilla,,62,인간형,무속성,White_Mask,25.00%,High_Fashion_Sandals,0.01%,Bloody_Rune,10.00%,Gold_Ring,0.10%,Ring,0.01%,Bloody_Rune,1.00%,Isilla_Card,0.01%,,,,,,,,
1796,Aunoe,,62,인간형,무속성,White_Mask,25.00%,High_Fashion_Sandals,0.02%,Bloody_Rune,40.00%,Memorize_Book,0.01%,Holy_Arrow_Quiver,0.50%,Bloody_Rune,1.00%,Musika,0.05%,,,,,,,,
1797,Fanat,,62,인간형,무속성,Kandura,0.10%,High_Fashion_Sandals,0.02%,Bloody_Rune,40.00%,Memorize_Book,0.01%,Holy_Arrow_Quiver,0.50%,White_Mask,25.00%,,,,,,,,,,
1132,Khalitzburg,,63,언데드,불사,Skel_Bone,80.00%,Elunium,1.91%,Bone_Helm,0.01%,Mirror_Shield_,0.02%,Patriotism_Marks,0.10%,White_Herb,20.00%,Saber_,0.02%,Khalitzburg_Card,0.01%,,,,,,
1200,Zealotus,,63,인간형,무속성,Executioner's_Mitten,0.05%,White_Herb,18.00%,Rose_Quartz,15.00%,Tights_,0.08%,Earring_,0.01%,Queen's_Whip,1.00%,Masquerade,0.03%,Zherlthsh_Card,0.01%,,,,,,
1270,Clock Tower Manager,,63,무형,무속성,Needle_Of_Alarm,53.35%,Brigan,53.35%,Steel,5.00%,Leaflet_Of_Hinal,8.50%,Memorize_Book,0.01%,Key_Of_Clock_Tower,20.00%,Underground_Key,20.00%,C_Tower_Manager_Card,0.01%,,,,,,
1309,Gajomart,,63,무형,불,Stone_Heart,65.00%,Zargon,23.00%,Yellow_Herb,8.70%,Bomb_Wick,0.08%,Fire_Arrow,100.00%,Magic_Study_Vol1,0.20%,Flame_Heart,1.80%,Gajomart_Card,0.01%,,,,,,
1314,Permeter,,63,동물,무속성,Turtle_Shell,44.13%,Broken_Shell,0.45%,Wooden_Block,12.40%,Red_Herb,24.50%,Zargon,12.40%,Fruit_Of_Mastela,0.25%,Anodyne,0.01%,Permeter_Card,0.01%,,,,,,
1317,Seal,,63,동물,물,Zargon,43.65%,Blue_Herb,2.50%,Coat_,0.05%,Cyfar,12.00%,Guisarme_,0.01%,Panacea,2.00%,Glass_Bead,1.20%,Fur_Seal_Card,0.01%,,,,,,
1416,Evil Nymph,,63,악마,어둠,Limpid_Celestial_Robe,39.77%,Soft_Silk_Cloth,13.80%,Oridecon,0.10%,Mandolin_,0.04%,Lute_,0.01%,Holy_Scroll_1_5,1.00%,Oriental_Lute,0.10%,Wicked_Nymph_Card,0.01%,,,,,,
