ID,이름(영),무기종류,ATK,MATK,슬롯,필요레벨,무기레벨,무게,구매가,판매가,정련,사용직업,효과(요약)
1105,Falchion,한손검,39,0,4,2,1,60,1500,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1106,Falchion,한손검,39,0,0,2,1,60,1500,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1107,Blade,한손검,53,0,3,2,1,70,2900,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1108,Blade,한손검,53,0,4,2,1,70,2900,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1109,Blade,한손검,53,0,0,2,1,70,2900,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
13415,Novice Falchion,한손검,59,0,3,2,1,0,0,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1124,Orcish Sword,한손검,90,0,0,5,3,80,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑","bonus bUnbreakableWeapon;
"
1110,Rapier,한손검,70,0,2,14,2,50,10000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1111,Rapier,한손검,70,0,3,14,2,50,10000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1112,Rapier,한손검,70,0,0,14,2,50,10000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1113,Scimitar,한손검,85,0,2,14,2,70,17000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1114,Scimitar,한손검,85,0,3,14,2,70,17000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1115,Scimitar,한손검,85,0,3,14,2,70,17000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1122,Ring Pommel Saber,한손검,100,0,2,14,2,90,24000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1125,Ring Pommel Saber,한손검,100,0,3,14,2,90,24000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1119,Tsurugi,한손검,130,0,1,27,3,120,51000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1120,Tsurugi,한손검,130,0,2,27,3,120,51000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1121,Tsurugi,한손검,130,0,0,27,3,120,51000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1123,Haedonggum,한손검,120,0,1,27,3,90,50000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",INT+3
1126,Saber,한손검,115,0,2,27,3,100,49000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1127,Saber,한손검,115,0,3,27,3,100,49000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",
1128,Haedonggum,한손검,120,0,2,27,3,90,50000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",INT+3
1129,Flamberge,한손검,150,0,0,27,3,150,60000,0,○,"크루세이더, 기사",
1149,Flamberge,한손검,150,0,2,27,3,150,60000,0,○,"크루세이더, 기사",
1146,Town Sword,한손검,100,0,1,30,3,80,42000,0,○,"노비스, 슈퍼노비스",
1147,Town Sword,한손검,100,0,2,30,3,80,42000,0,○,"노비스, 슈퍼노비스",
1130,Nagan,한손검,120,0,0,40,4,50,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","skill ""TF_DOUBLE"",5;
bonus2 bAddRace,RC_DemiHuman,5;
bonus2 bAddRace,RC_Player_H"
1131,Ice Falchion,한손검,100,0,0,40,4,60,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Water;
bonus2 bAddEff,Eff_Freeze,500;
bonus2 bAddEff2,Eff_Free"
1132,Edge,한손검,115,0,0,40,4,70,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus2 bAddEff,Eff_Curse,30;
bonus2 bComaClass,Class_Normal,10;
"
1133,Fireblend,한손검,100,0,0,40,4,50,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Fire;
skill ""MG_FIREBOLT"",3;
bonus3 bAutoSpell,""MG_FIREBOLT"",3"
1134,Caesar's Sword,한손검,140,0,0,40,4,70,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus2 bAddRace,RC_Plant,25;
bonus bIgnoreDefRace,RC_Plant;
"
1135,Cutlus,한손검,150,0,0,40,4,90,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","STR+2, DEF+1"
1136,Solar Sword,한손검,85,0,0,40,4,120,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Fire;
bonus2 bHPDrainRate,1000,1;
bonus2 bSPLossRate,15,10000;"
1137,Excalibur,한손검,150,0,0,40,4,120,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","INT+5, DEX+-1, LUK+10"
1138,Mysteltainn,한손검,170,0,0,40,4,100,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",DEX+3
1139,Tirfing,한손검,200,0,0,40,4,100,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Dark;
bonus2 bHPLossRate,35,10000;
"
1140,Byeollungum,한손검,150,0,0,40,4,90,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",전스탯+2
1141,Immaterial Sword,한손검,140,0,0,40,4,90,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Ghost;
bonus2 bSPVanishRate,30,30;
bonus bSPDrainValue,-1;
bon"
13400,Cutlus,한손검,150,0,1,40,4,90,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","STR+2, DEF+1"
1148,Star Dust Blade,한손검,140,0,1,45,4,100,20,0,○,"노비스, 슈퍼노비스","bonus2 bAddEff,Eff_Stun,500;
bonus bUnbreakableWeapon;
"
1144,Sashimi,한손검,75,0,0,48,3,140,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Wind;
bonus3 bAddMonsterDropItem,544,RC_Fish,4000;
"
13421,Ruber,한손검,170,0,1,50,3,150,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","autobonus ""{ bonus2 bSkillAtk,\""KN_BOWLINGBASH\"",20; bonus2 bSkillAtk,\""SM_BASH\"
13404,Platinum Shotel,한손검,130,0,1,55,4,150,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",CRIT+50
13405,Curved Sword,한손검,125,0,2,55,4,80,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",ASPD+10%
1142,Jeweled Sword,한손검,104,0,0,68,3,220,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus2 bAddMonsterDropItemGroup,IG_Jewel,10000;
"
13414,Elemental Sword,한손검,105,0,3,70,3,120,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","STR+2, INT+4, DEX+1"
13420,Honglyun's Sword,한손검,160,0,1,70,4,120,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","STR+2, INT+2"
1143,Gaia Sword,한손검,140,0,0,74,3,250,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus2 bAddMonsterDropItemGroup,IG_Ore,10000;
"
1145,Holy Avenger,한손검,125,0,0,75,3,135,450000,0,○,크루세이더,VIT+2
13412,Twin Edge of Naght Sieger,한손검,150,0,3,75,4,150,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Water;
skill ""MG_FROSTDIVER"",5;
autobonus ""{ bonus bIgnoreDefC"
13413,Twin Edge of Naght Sieger,한손검,160,0,3,75,4,150,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑","bonus bAtkEle,Ele_Fire;
skill ""WZ_METEOR"",3;
autobonus ""{ bonus bIgnoreDefClass,"
13410,Valorous Gladiator Blade,한손검,115,0,0,80,3,0,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑","STR+1, DEX+1"
13411,Brave Gladiator Blade,한손검,115,0,0,80,3,0,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑","STR+1, DEX+1"
13416,Glorious Flamberge,한손검,130,0,0,80,4,0,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",ASPD+5%
13417,Glorious Rapier,한손검,130,0,0,80,4,0,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",INT+5
13418,Glorious Holy Avenger,한손검,130,0,0,80,4,0,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",INT+6
1312,Orcish Axe,한손도끼,110,0,0,1,3,0,0,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑","bonus2 bAddSize,Size_All,70;
"
1313,Tourist Axe,한손도끼,77,0,0,1,1,50,0,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",STR+2
1301,Axe,한손도끼,38,0,3,3,1,80,500,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1302,Axe,한손도끼,38,0,4,3,1,80,500,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1303,Axe,한손도끼,38,0,0,3,1,80,500,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1304,Orcish Axe,한손도끼,75,0,0,3,3,150,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1309,Orcish Axe,한손도끼,75,0,4,3,3,150,20,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 노비스, 로그, 슈퍼노비스, 소드맨, 도둑",
1307,Windhawk,한손도끼,115,0,0,14,2,150,18000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",ASPD+5%
1305,Cleaver,한손도끼,140,0,0,44,4,120,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus2 bSubRace,RC_DemiHuman,5;
bonus2 bSubRace,RC_Player_Human,5;
bonus3 bAddMo"
1308,Golden Axe,한손도끼,170,0,0,45,4,300,20,0,○,"노비스, 슈퍼노비스",
1311,Vecer Axe,한손도끼,140,0,2,50,3,150,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",CRIT+5
1306,War Axe,한손도끼,140,0,1,76,3,420,20,0,○,"알케미스트, 블랙스미스","DEX+2, LUK+2"
1310,Glorious Cleaver,한손도끼,130,0,0,80,4,0,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨",ASPD+5%
1627,Staffy,한손지팡이,40,0,0,0,1,0,20,0,×,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","bonus bMatkRate,15;
bonus2 bAddClass,Class_All,50;
"
1628,Refined Survivor's Rod,한손지팡이,71,0,0,0,3,0,1,0,×,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","DEX+4, MaxHP+500"
1642,Staff Of Darkness,한손지팡이,100,0,0,0,2,0,20,0,×,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+2
1601,Rod,한손지팡이,15,0,3,1,1,40,50,0,○,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드","bonus bMatkRate,15;
"
1602,Rod,한손지팡이,15,0,4,1,1,40,50,0,○,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드","bonus bMatkRate,15;
"
1603,Rod,한손지팡이,15,0,0,1,1,40,50,0,○,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드","bonus bMatkRate,15;
"
1623,Mighty Staff,한손지팡이,165,0,0,1,3,0,1,0,×,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","STR+10, INT+4"
1638,Staff Of Healing,한손지팡이,10,0,0,1,3,0,20,0,○,"복사, 몽크, 프리스트","bonus bAtkEle,Ele_Holy;
bonus bMatkRate,15;
bonus bHealPower,(getrefine()*3/2);
"
1639,Novice Rod,한손지팡이,15,0,3,1,1,0,0,0,×,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드","bonus bMatkRate,16;
"
1604,Wand,한손지팡이,25,0,2,12,2,40,2500,0,○,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드",INT+1
1605,Wand,한손지팡이,25,0,3,12,2,40,2500,0,○,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드",INT+1
1606,Wand,한손지팡이,25,0,0,12,2,40,2500,0,○,"복사, Mage, 몽크, 노비스, 프리스트, 세이지, SoulLinker, 슈퍼노비스, 위저드",INT+1
1607,Staff,한손지팡이,40,0,2,12,2,40,9500,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+2
1608,Staff,한손지팡이,40,0,3,12,2,40,9500,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+2
1609,Staff,한손지팡이,40,0,0,12,2,40,9500,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+2
1610,Arc Wand,한손지팡이,60,0,1,24,3,40,45000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+3
1611,Arc Wand,한손지팡이,60,0,2,24,3,40,45000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+3
1612,Arc Wand,한손지팡이,60,0,0,24,3,40,45000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+3
1613,Mighty Staff,한손지팡이,130,0,0,24,3,70,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",STR+10
1614,Wand of Occult,한손지팡이,75,0,0,24,3,70,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+3
1615,Evil Bone Wand,한손지팡이,40,0,0,24,3,70,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",INT+4
1617,Survivor's Rod,한손지팡이,50,0,0,24,3,100,85000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","DEX+2, MaxHP+300"
1618,Survivor's Rod,한손지팡이,50,0,1,24,3,100,85000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","DEX+3, MaxHP+400"
1619,Survivor's Rod,한손지팡이,50,0,0,24,3,100,85000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","INT+2, MaxHP+300"
1620,Survivor's Rod,한손지팡이,50,0,1,24,3,100,85000,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","INT+3, MaxHP+400"
1621,Hypnotist's Staff,한손지팡이,70,0,1,30,3,50,43000,0,○,"노비스, 슈퍼노비스",INT+1
1622,Hypnotist's Staff,한손지팡이,70,0,2,30,3,50,20,0,○,"노비스, 슈퍼노비스",INT+1
1616,Wing Staff,한손지팡이,60,0,0,40,4,50,20,0,○,"Mage, 세이지, SoulLinker, 위저드","bonus bMatkRate,15;
bonus bCastrate,-5;
"
1629,Gentleman's Staff,한손지팡이,40,0,1,50,4,50,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",DEX+1
1630,Release of Wish,한손지팡이,30,0,0,50,3,50,20,0,○,"Mage, 세이지, SoulLinker, 위저드",INT+3
1646,La'cryma Stick,한손지팡이,30,0,2,50,3,50,20,0,○,"Mage, 세이지, 위저드",INT+4
1647,Croce Staff,한손지팡이,30,0,1,50,3,50,20,0,○,"복사, 몽크, 프리스트",INT+4
1648,Staff Of Bordeaux,한손지팡이,30,0,0,50,4,50,20,0,○,"Mage, 세이지, 위저드","INT+2, DEX+1"
1625,Healing Staff,한손지팡이,10,0,0,55,3,40,20,0,○,"복사, 몽크, 프리스트","bonus bAtkEle,Ele_Holy;
bonus bMatkRate,15;
bonus bHealPower,(getrefine()*3/2);
"
1624,Lich's Bone Wand,한손지팡이,60,0,2,70,3,80,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드","INT+1, DEX+1, MaxSP+300"
1626,Piercing Staff,한손지팡이,80,0,0,70,3,50,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드",INT+4
1631,Holy Stick,한손지팡이,50,0,1,70,4,50,20,0,○,"몽크, 프리스트","bonus bAtkEle,Ele_Holy;
bonus bMatkRate,15;
bonus2 bCastrate,""AL_HOLYLIGHT"",-25;"
1637,Eraser,한손지팡이,80,0,0,70,4,50,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드","INT+3, DEX+2"
1643,Dead Tree Cane,한손지팡이,100,0,0,70,4,10,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","INT+4, MaxHP+-200, MaxSP+-100"
1644,Staff of Piercing,한손지팡이,80,0,0,70,3,50,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드",INT+4
1645,Lich's Bone Wand,한손지팡이,60,0,2,70,3,80,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드","INT+1, DEX+1, MaxSP+300"
1636,Thorn Staff of Darkness,한손지팡이,60,0,0,75,4,70,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, 위저드","INT+3, DEX+3"
1632,Warlock's Magic Wand,한손지팡이,70,0,0,80,3,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","INT+4, DEX+3"
1633,Warlock's Battle Wand,한손지팡이,70,0,0,80,3,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","INT+3, DEX+3"
1634,Strong Recovery Wand,한손지팡이,70,0,0,80,3,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","bonus bMatkRate,15;
bonus bHealPower,14;
bonus2 bSPRegenRate,5,10000;
bonus bUnb"
1635,Speedy Recovery Wand,한손지팡이,70,0,0,80,3,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","INT+3, DEX+2"
1640,Glorious Arc Wand,한손지팡이,70,0,0,80,4,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","bonus bMatkRate,15;
bonus2 bMagicAddRace,RC_DemiHuman,15;
bonus2 bMagicAddRace,R"
1641,Glorious Cure Wand,한손지팡이,70,0,0,80,4,0,20,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","bonus bMatkRate,15;
bonus bHealPower,14;
bonus bDelayRate,-10;
bonus bUnbreakabl"
1423,Pole XO,한손창,120,0,0,0,1,0,20,0,×,"크루세이더, 기사, 소드맨","bonus2 bAddClass,Class_All,50;
"
1424,Refined Brocca,한손창,149,0,0,0,4,0,1,0,×,"크루세이더, 기사, 소드맨","bonus bIgnoreDefClass,Class_Normal;
bonus2 bAddSize,Size_Medium,20;
"
1427,Spear Of Excellent,한손창,160,0,0,0,3,0,20,0,×,"크루세이더, 기사, 소드맨",STR+2
1419,Pole Axe,한손창,159,0,0,1,3,480,1,0,×,"크루세이더, 기사, 소드맨","STR+1, INT+2, DEX+1"
1430,Pike,한손창,74,0,0,1,1,0,0,0,×,"크루세이더, 기사, 소드맨","bonus2 bAddSize,Size_All,70;
"
1431,Pole Axe,한손창,195,0,0,1,3,480,1,0,×,"크루세이더, 기사, 소드맨","STR+1, INT+2, DEX+1"
1432,Pole Axe,한손창,195,0,0,1,3,480,1,0,×,"크루세이더, 기사, 소드맨","STR+1, INT+2, DEX+1"
1401,Javelin,한손창,28,0,3,4,1,70,150,0,○,"크루세이더, 기사, 소드맨",
1402,Javelin,한손창,28,0,4,4,1,70,150,0,○,"크루세이더, 기사, 소드맨",
1403,Javelin,한손창,28,0,0,4,1,70,150,0,○,"크루세이더, 기사, 소드맨",
1404,Spear,한손창,44,0,3,4,1,85,1700,0,○,"크루세이더, 기사, 소드맨",
1405,Spear,한손창,44,0,4,4,1,85,1700,0,○,"크루세이더, 기사, 소드맨",
1406,Spear,한손창,44,0,0,4,1,85,1700,0,○,"크루세이더, 기사, 소드맨",
1407,Pike,한손창,60,0,3,4,1,100,3450,0,○,"크루세이더, 기사, 소드맨",
1408,Pike,한손창,60,0,4,4,1,100,3450,0,○,"크루세이더, 기사, 소드맨",
1409,Pike,한손창,60,0,0,4,1,100,3450,0,○,"크루세이더, 기사, 소드맨",
1413,Gungnir,한손창,120,0,0,4,4,50,20,0,○,"크루세이더, 기사, 소드맨",HIT+30
1418,Gungnir,한손창,120,0,2,4,4,50,20,0,○,"크루세이더, 기사, 소드맨",HIT+30
1414,Gelerdria,한손창,145,0,0,48,4,70,20,0,○,"크루세이더, 기사, 소드맨","MaxHP+800, MaxSP+-50"
1415,Brocca,한손창,100,0,0,48,4,85,20,0,○,"크루세이더, 기사, 소드맨","bonus bIgnoreDefClass,Class_Normal;
bonus2 bAddEle,Ele_Neutral,25;
"
1416,Tjungkuletti,한손창,95,0,0,48,4,100,20,0,○,"크루세이더, 기사, 소드맨","bonus bSPDrainValue,1;
bonus bSPGainValue,5;
"
1422,Hunting Spear,한손창,180,0,1,60,4,420,20,0,○,"크루세이더, 기사, 소드맨","bonus bIgnoreDefRace,RC_Brute;
bonus bIgnoreDefRace,RC_Player_Doram;
bonus3 bAdd"
1429,Hunting Spear,한손창,180,0,1,60,4,420,20,0,○,"크루세이더, 기사, 소드맨","bonus bIgnoreDefRace,RC_Brute;
bonus bIgnoreDefRace,RC_Player_Doram;
bonus3 bAdd"
1420,Long Horn,한손창,150,0,1,65,4,100,20,0,○,"크루세이더, 기사, 소드맨","bonus bAtkEle,Ele_Holy;
bonus2 bAddEff,Eff_Bleeding,500;
skill ""TF_DETOXIFY"",1;
"
1421,Battle Hook,한손창,140,0,1,65,4,90,20,0,○,"크루세이더, 기사, 소드맨","bonus2 bAddEff,Eff_Stun,500;
bonus2 bAddRace,RC_DemiHuman,20;
bonus2 bAddRace,RC"
1428,Long Horn,한손창,150,0,1,65,4,100,20,0,○,"크루세이더, 기사, 소드맨","bonus bAtkEle,Ele_Holy;
bonus2 bAddEff,Eff_Bleeding,500;
skill ""TF_DETOXIFY"",1;
"
1417,Pole Axe,한손창,160,0,1,71,3,380,20,0,○,"크루세이더, 기사, 소드맨","STR+1, INT+2, DEX+1"
1425,Assaulter Spear,한손창,60,0,0,80,3,0,20,0,○,"크루세이더, 기사, 소드맨","STR+2, ASPD+20%"
1426,Glorious Spear,한손창,130,0,0,80,4,0,20,0,○,"크루세이더, 기사, 소드맨",ASPD+10%
18101,Rudra Bow,활,185,0,0,0,4,0,2,0,×,"궁수, BardDancer, 헌터, 로그, 도둑",INT+5
18102,Rudra Bow,활,185,0,0,0,4,0,2,0,×,"궁수, BardDancer, 헌터, 로그, 도둑",INT+5
1728,Ballista,활,194,0,0,1,4,0,1,0,×,"BardDancer, 헌터","bonus bLongAtkRate,20;
"
1729,Rudra Bow,활,185,0,0,1,4,0,2,0,×,"궁수, BardDancer, 헌터, 로그",INT+5
1735,Kkakkung,활,120,0,0,1,1,0,20,0,×,"궁수, BardDancer, 헌터, 로그, 도둑","bonus2 bAddClass,Class_All,50;
"
1744,Bow Of Evil,활,170,0,0,1,4,0,0,0,×,"궁수, BardDancer, 헌터, 로그, 도둑",DEX+2
18100,Shooting Star,활,190,0,0,1,4,0,20,0,○,"BardDancer, 헌터","bonus bLongAtkRate,20;
"
1701,Bow,활,15,0,3,4,1,50,1000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1702,Bow,활,15,0,4,4,1,50,1000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1703,Bow,활,15,0,0,4,1,0,1000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑","bonus2 bAddDamageClass,1002,500;
bonus2 bAddDamageClass,1113,500;
bonus2 bAddDam"
1704,Composite Bow,활,29,0,3,4,1,60,2500,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1705,Composite Bow,활,29,0,4,4,1,60,2500,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1706,Composite Bow,활,29,0,0,4,1,60,2500,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
